rt,participantID,age,gender,language,amE,education,comments,item,qud,utterance,verb,prior,which,response,response_type,environment
61655.09999999998,236,28,male,English,AmE,graduated high school,""":""""}",petshelter,nai,neg-stop,stop,higher,SECOND,1,PRE,negation
60169.19999998808,30,26,female,English,AmE,hold a higher degree,""":""""}",bike,nai,q-stop,stop,higher,FIRST,0.31999999999999995,notPOST,question
60169.19999998808,30,26,female,English,AmE,hold a higher degree,""":""""}",bike,nai,q-stop,stop,higher,SECOND,1,PRE,question
36827.69999998808,116,67,female,English,AmE,hold a higher degree,""":""""}",bike,ai,neg-stop,stop,higher,FIRST,1,PRE,negation
36827.69999998808,116,67,female,English,AmE,hold a higher degree,""":""""}",bike,ai,neg-stop,stop,higher,SECOND,1,notPOST,negation
77530.40000003576,274,39,male,English,AmE,graduated high school,""":""""}",bike,ai,q-know,know,lower,FIRST,0.98,CC,question
77530.40000003576,274,39,male,English,AmE,graduated high school,""":""""}",bike,ai,q-know,know,lower,SECOND,0.51,BEL,question
67437.39999997616,219,67,female,English,AmE,graduated college,""":""I have no comment.""}",subway,nai,q-know,know,lower,FIRST,0,BEL,question
67437.39999997616,219,67,female,English,AmE,graduated college,""":""I have no comment.""}",subway,nai,q-know,know,lower,SECOND,1,CC,question
55482.80000001192,168,35,female,English,AmE,graduated college,""":""""}",bike,nai,q-stop,stop,higher,FIRST,1,notPOST,question
55482.80000001192,168,35,female,English,AmE,graduated college,""":""""}",bike,nai,q-stop,stop,higher,SECOND,0.98,PRE,question
45958,52,40,male,English,AmE,graduated college,""":""Nothing to add, thanks""}",subway,nai,neg-know,know,lower,FIRST,0.25,BEL,negation
45958,52,40,male,English,AmE,graduated college,""":""Nothing to add, thanks""}",subway,nai,neg-know,know,lower,SECOND,0.71,CC,negation
36081.70000004768,165,26,male,English,AmE,some college,""":""""}",bike,ai,q-know,know,lower,FIRST,0.81,CC,question
36081.70000004768,165,26,male,English,AmE,some college,""":""""}",bike,ai,q-know,know,lower,SECOND,0.51,BEL,question
69040,34,79,female,English,AmE,graduated high school,""":""""}",petshelter,nai,q-know,know,lower,FIRST,0,BEL,question
69040,34,79,female,English,AmE,graduated high school,""":""""}",petshelter,nai,q-know,know,lower,SECOND,0,CC,question
60702.69999998808,442,66,female,English,AmE,hold a higher degree,""":""""}",petshelter,ai,q-know,know,lower,FIRST,0,CC,question
60702.69999998808,442,66,female,English,AmE,hold a higher degree,""":""""}",petshelter,ai,q-know,know,lower,SECOND,0,BEL,question
45352.39999985695,42,56,female,English,AmE,graduated college,""":"" none""}",bike,ai,neg-stop,stop,higher,FIRST,1,PRE,negation
45352.39999985695,42,56,female,English,AmE,graduated college,""":"" none""}",bike,ai,neg-stop,stop,higher,SECOND,1,notPOST,negation
245620,55,29,male,English,AmE,some college,""":""""}",subway,ai,q-know,know,higher,FIRST,1,CC,question
245620,55,29,male,English,AmE,some college,""":""""}",subway,ai,q-know,know,higher,SECOND,0.3,BEL,question
49497.30000000447,558,31,female,English,AmE,hold a higher degree,""":""""}",subway,nai,q-stop,stop,lower,FIRST,0.6,notPOST,question
49497.30000000447,558,31,female,English,AmE,hold a higher degree,""":""""}",subway,nai,q-stop,stop,lower,SECOND,0.43,PRE,question
58068.59999999404,382,41,female,English,AmE,graduated college,""":""""}",petshelter,ai,q-know,know,higher,FIRST,1,CC,question
58068.59999999404,382,41,female,English,AmE,graduated college,""":""""}",petshelter,ai,q-know,know,higher,SECOND,0.75,BEL,question
44048.29999999702,301,28,female,English,AmE,graduated college,""":""""}",subway,nai,neg-stop,stop,lower,FIRST,0,notPOST,negation
44048.29999999702,301,28,female,English,AmE,graduated college,""":""""}",subway,nai,neg-stop,stop,lower,SECOND,1,PRE,negation
60874.5,7,40,female,English,AmE,graduated college,""":""""}",subway,ai,q-know,know,lower,FIRST,0.67,CC,question
60874.5,7,40,female,English,AmE,graduated college,""":""""}",subway,ai,q-know,know,lower,SECOND,0.5,BEL,question
66185.1000000001,15,34,female,English,AmE,some college,""":""""}",bike,ai,neg-know,know,lower,FIRST,1,CC,negation
66185.1000000001,15,34,female,English,AmE,some college,""":""""}",bike,ai,neg-know,know,lower,SECOND,0,BEL,negation
30374.5,123,38,male,English,AmE,graduated high school,""":""""}",bike,ai,neg-know,know,lower,FIRST,1,CC,negation
30374.5,123,38,male,English,AmE,graduated high school,""":""""}",bike,ai,neg-know,know,lower,SECOND,1,BEL,negation
62596,526,50,female,English,AmE,graduated college,""":""""}",petshelter,nai,q-stop,stop,lower,FIRST,1,notPOST,question
62596,526,50,female,English,AmE,graduated college,""":""""}",petshelter,nai,q-stop,stop,lower,SECOND,0,PRE,question
142744.40000009537,214,42,female,English,AmE,hold a higher degree,""":""""}",petshelter,ai,q-know,know,lower,FIRST,1,CC,question
142744.40000009537,214,42,female,English,AmE,hold a higher degree,""":""""}",petshelter,ai,q-know,know,lower,SECOND,0.6,BEL,question
58053.5,446,53,male,English,AmE,some college,""":""""}",petshelter,ai,neg-know,know,higher,FIRST,0.87,CC,negation
58053.5,446,53,male,English,AmE,some college,""":""""}",petshelter,ai,neg-know,know,higher,SECOND,0.95,BEL,negation
47846.10000038147,552,42,female,English,AmE,graduated college,""":""""}",bike,nai,neg-stop,stop,lower,FIRST,0.06999999999999995,notPOST,negation
47846.10000038147,552,42,female,English,AmE,graduated college,""":""""}",bike,nai,neg-stop,stop,lower,SECOND,0.93,PRE,negation
1065467.799999997,283,56,male,English,AmE,graduated college,""":""""}",subway,ai,q-know,know,lower,FIRST,0.13,CC,question
1065467.799999997,283,56,male,English,AmE,graduated college,""":""""}",subway,ai,q-know,know,lower,SECOND,0.12,BEL,question
68659,241,45,male,English,AmE,some college,""":""""}",petshelter,ai,neg-stop,stop,lower,FIRST,0.84,PRE,negation
68659,241,45,male,English,AmE,some college,""":""""}",petshelter,ai,neg-stop,stop,lower,SECOND,0.87,notPOST,negation
48575.40000000596,341,33,male,English,AmE,graduated college,""":""""}",subway,nai,neg-stop,stop,higher,FIRST,0.050000000000000044,notPOST,negation
48575.40000000596,341,33,male,English,AmE,graduated college,""":""""}",subway,nai,neg-stop,stop,higher,SECOND,0.98,PRE,negation
57542.19999998808,247,36,female,English,AmE,some college,""":""""}",bike,nai,neg-stop,stop,higher,FIRST,0,notPOST,negation
57542.19999998808,247,36,female,English,AmE,some college,""":""""}",bike,nai,neg-stop,stop,higher,SECOND,1,PRE,negation
65713.60000000894,565,52,preferNoToSay,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,lower,FIRST,0.63,CC,negation
65713.60000000894,565,52,preferNoToSay,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,lower,SECOND,0.08,BEL,negation
44480.89999997616,253,34,female,English,AmE,graduated college,""":""""}",bike,nai,q-stop,stop,higher,FIRST,0.22999999999999998,notPOST,question
44480.89999997616,253,34,female,English,AmE,graduated college,""":""""}",bike,nai,q-stop,stop,higher,SECOND,1,PRE,question
38261,309,39,male,English,AmE,graduated college,""":""""}",petshelter,nai,q-know,know,higher,FIRST,0.79,BEL,question
38261,309,39,male,English,AmE,graduated college,""":""""}",petshelter,nai,q-know,know,higher,SECOND,0.62,CC,question
55660,331,54,male,English,AmE,some college,""":""""}",petshelter,nai,neg-stop,stop,lower,FIRST,0.10999999999999999,notPOST,negation
55660,331,54,male,English,AmE,some college,""":""""}",petshelter,nai,neg-stop,stop,lower,SECOND,0.68,PRE,negation
97029.9,492,61,female,English,AmE,graduated college,""":""""}",subway,nai,q-know,know,lower,FIRST,0,BEL,question
97029.9,492,61,female,English,AmE,graduated college,""":""""}",subway,nai,q-know,know,lower,SECOND,0,CC,question
43923.89999999991,570,52,female,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,higher,FIRST,0.94,CC,negation
43923.89999999991,570,52,female,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,higher,SECOND,0.02,BEL,negation
70292,66,48,female,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,higher,FIRST,0.61,CC,negation
70292,66,48,female,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,higher,SECOND,0.56,BEL,negation
81429.20000000298,559,48,female,English,AmE,some college,""":""""}",petshelter,ai,q-know,know,lower,FIRST,0.04,CC,question
81429.20000000298,559,48,female,English,AmE,some college,""":""""}",petshelter,ai,q-know,know,lower,SECOND,0.07,BEL,question
63925,312,57,preferNoToSay,English,AmE,graduated college,""":""None""}",petshelter,ai,q-know,know,lower,FIRST,0.22,CC,question
63925,312,57,preferNoToSay,English,AmE,graduated college,""":""None""}",petshelter,ai,q-know,know,lower,SECOND,0.27,BEL,question
46965.5,212,35,female,English,AmE,graduated high school,""":""""}",bike,ai,q-know,know,lower,FIRST,0.01,CC,question
46965.5,212,35,female,English,AmE,graduated high school,""":""""}",bike,ai,q-know,know,lower,SECOND,0,BEL,question
76769,326,31,male,English,AmE,graduated college,""":""""}",petshelter,nai,q-stop,stop,lower,FIRST,0.9299999999999999,notPOST,question
76769,326,31,male,English,AmE,graduated college,""":""""}",petshelter,nai,q-stop,stop,lower,SECOND,0.15,PRE,question
35162,469,47,male,English,AmE,graduated college,""":""""}",bike,nai,q-stop,stop,lower,FIRST,0.30000000000000004,notPOST,question
35162,469,47,male,English,AmE,graduated college,""":""""}",bike,nai,q-stop,stop,lower,SECOND,0.59,PRE,question
91615,297,57,preferNoToSay,English,AmE,graduated high school,""":""""}",subway,ai,q-stop,stop,higher,FIRST,1,PRE,question
91615,297,57,preferNoToSay,English,AmE,graduated high school,""":""""}",subway,ai,q-stop,stop,higher,SECOND,0.23,notPOST,question
95071,85,33,male,English,AmE,some college,""":""""}",bike,nai,q-stop,stop,higher,FIRST,0.5900000000000001,notPOST,question
95071,85,33,male,English,AmE,some college,""":""""}",bike,nai,q-stop,stop,higher,SECOND,0.96,PRE,question
63691.5,133,32,male,English,AmE,hold a higher degree,""":""""}",bike,nai,q-know,know,lower,FIRST,0.39,BEL,question
63691.5,133,32,male,English,AmE,hold a higher degree,""":""""}",bike,nai,q-know,know,lower,SECOND,0.43,CC,question
54833.700000000186,204,67,female,English,AmE,graduated college,""":""Great study! Thanks so much...:)""}",subway,nai,neg-know,know,lower,FIRST,0.04,BEL,negation
54833.700000000186,204,67,female,English,AmE,graduated college,""":""Great study! Thanks so much...:)""}",subway,nai,neg-know,know,lower,SECOND,0.07,CC,negation
47622.60000002384,406,45,male,English,AmE,graduated college,""":""20 miles? That is a crazy bike ride every morning""}",bike,ai,q-know,know,lower,FIRST,0.71,CC,question
47622.60000002384,406,45,male,English,AmE,graduated college,""":""20 miles? That is a crazy bike ride every morning""}",bike,ai,q-know,know,lower,SECOND,1,BEL,question
85285,534,56,female,English,AmE,graduated college,""":""""}",subway,ai,q-know,know,higher,FIRST,1,CC,question
85285,534,56,female,English,AmE,graduated college,""":""""}",subway,ai,q-know,know,higher,SECOND,0.33,BEL,question
37923,436,41,male,English,AmE,graduated college,""":""""}",petshelter,nai,neg-know,know,higher,FIRST,0.63,BEL,negation
37923,436,41,male,English,AmE,graduated college,""":""""}",petshelter,nai,neg-know,know,higher,SECOND,0.54,CC,negation
53586.89999997616,432,64,female,English,AmE,graduated college,""":""""}",petshelter,ai,q-stop,stop,higher,FIRST,0.89,PRE,question
53586.89999997616,432,64,female,English,AmE,graduated college,""":""""}",petshelter,ai,q-stop,stop,higher,SECOND,0.87,notPOST,question
123020.29999999992,503,37,male,English,AmE,graduated college,""":""I hope the research goes well, thank you.""}",bike,ai,q-know,know,lower,FIRST,0.18,CC,question
123020.29999999992,503,37,male,English,AmE,graduated college,""":""I hope the research goes well, thank you.""}",bike,ai,q-know,know,lower,SECOND,0.18,BEL,question
61941.5,514,63,male,English,AmE,hold a higher degree,""":""""}",bike,ai,q-stop,stop,lower,FIRST,0.96,PRE,question
61941.5,514,63,male,English,AmE,hold a higher degree,""":""""}",bike,ai,q-stop,stop,lower,SECOND,0.22,notPOST,question
49123.60000002384,261,41,male,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,higher,FIRST,1,CC,negation
49123.60000002384,261,41,male,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,higher,SECOND,0.77,BEL,negation
56646.30000001192,158,41,female,English,AmE,graduated high school,""":""Enjoyed the study, Thanks!""}",bike,nai,q-stop,stop,lower,FIRST,1,notPOST,question
56646.30000001192,158,41,female,English,AmE,graduated high school,""":""Enjoyed the study, Thanks!""}",bike,nai,q-stop,stop,lower,SECOND,1,PRE,question
72760.5,164,61,female,English,AmE,some college,""":""""}",petshelter,nai,q-know,know,higher,FIRST,0.52,BEL,question
72760.5,164,61,female,English,AmE,some college,""":""""}",petshelter,nai,q-know,know,higher,SECOND,0.47,CC,question
51084.20000000001,343,32,male,English,AmE,some college,""":""No question but hope the data helps you guys!""}",petshelter,ai,neg-know,know,lower,FIRST,0.87,CC,negation
51084.20000000001,343,32,male,English,AmE,some college,""":""No question but hope the data helps you guys!""}",petshelter,ai,neg-know,know,lower,SECOND,0.08,BEL,negation
37829,499,49,male,English,AmE,graduated college,""":""""}",petshelter,ai,neg-know,know,higher,FIRST,1,CC,negation
37829,499,49,male,English,AmE,graduated college,""":""""}",petshelter,ai,neg-know,know,higher,SECOND,0.01,BEL,negation
89232.5,156,39,female,English,AmE,hold a higher degree,""":""""}",petshelter,nai,neg-stop,stop,higher,FIRST,0.26,notPOST,negation
89232.5,156,39,female,English,AmE,hold a higher degree,""":""""}",petshelter,nai,neg-stop,stop,higher,SECOND,0.77,PRE,negation
56279.79999995232,114,25,female,English,AmE,graduated college,""":""""}",petshelter,nai,neg-know,know,lower,FIRST,0.17,BEL,negation
56279.79999995232,114,25,female,English,AmE,graduated college,""":""""}",petshelter,nai,neg-know,know,lower,SECOND,0.37,CC,negation
50867.39999997616,209,29,male,English,AmE,graduated college,""":""""}",petshelter,nai,neg-know,know,lower,FIRST,0.13,BEL,negation
50867.39999997616,209,29,male,English,AmE,graduated college,""":""""}",petshelter,nai,neg-know,know,lower,SECOND,0.36,CC,negation
43557,110,36,female,English,AmE,graduated college,""":""NA""}",subway,nai,neg-know,know,lower,FIRST,0.41,BEL,negation
43557,110,36,female,English,AmE,graduated college,""":""NA""}",subway,nai,neg-know,know,lower,SECOND,0.29,CC,negation
49046.60000002384,71,48,male,English,AmE,hold a higher degree,""":""""}",bike,nai,q-stop,stop,higher,FIRST,0.51,notPOST,question
49046.60000002384,71,48,male,English,AmE,hold a higher degree,""":""""}",bike,nai,q-stop,stop,higher,SECOND,0.5,PRE,question
82914,408,24,male,English,AmE,some college,""":""""}",subway,ai,q-know,know,lower,FIRST,0.06,CC,question
82914,408,24,male,English,AmE,some college,""":""""}",subway,ai,q-know,know,lower,SECOND,0.19,BEL,question
84245.5,496,49,male,English,AmE,some college,""":""""}",bike,nai,q-know,know,lower,FIRST,0.81,BEL,question
84245.5,496,49,male,English,AmE,some college,""":""""}",bike,nai,q-know,know,lower,SECOND,1,CC,question
49566.70000004768,319,51,male,English,AmE,graduated college,""":""""}",petshelter,ai,q-stop,stop,lower,FIRST,0,PRE,question
49566.70000004768,319,51,male,English,AmE,graduated college,""":""""}",petshelter,ai,q-stop,stop,lower,SECOND,0,notPOST,question
59938.20000004768,329,49,female,English,AmE,graduated college,""":""""}",subway,ai,neg-know,know,higher,FIRST,1,CC,negation
59938.20000004768,329,49,female,English,AmE,graduated college,""":""""}",subway,ai,neg-know,know,higher,SECOND,0.72,BEL,negation
84388.69999999995,286,64,male,English,AmE,graduated college,""":""""}",bike,nai,neg-stop,stop,lower,FIRST,0.06999999999999995,notPOST,negation
84388.69999999995,286,64,male,English,AmE,graduated college,""":""""}",bike,nai,neg-stop,stop,lower,SECOND,1,PRE,negation
80404.20000000019,10,72,female,English,AmE,some college,""":""Thanks!""}",subway,ai,neg-know,know,lower,FIRST,0.02,CC,negation
80404.20000000019,10,72,female,English,AmE,some college,""":""Thanks!""}",subway,ai,neg-know,know,lower,SECOND,0.02,BEL,negation
77078.30000001192,461,26,male,English,AmE,graduated college,""":""If he is a big germophob I think the promotion has no impact on him taking public transport or not. ""}",subway,ai,q-stop,stop,lower,FIRST,0.05,PRE,question
77078.30000001192,461,26,male,English,AmE,graduated college,""":""If he is a big germophob I think the promotion has no impact on him taking public transport or not. ""}",subway,ai,q-stop,stop,lower,SECOND,0.17,notPOST,question
76325,320,74,female,English,AmE,some college,""":""I had no problem with this survey. It was nice and short.""}",petshelter,ai,q-stop,stop,lower,FIRST,0,PRE,question
76325,320,74,female,English,AmE,some college,""":""I had no problem with this survey. It was nice and short.""}",petshelter,ai,q-stop,stop,lower,SECOND,0,notPOST,question
46068.10000002384,437,59,female,English,AmE,graduated college,""":""""}",bike,nai,q-know,know,higher,FIRST,0.84,BEL,question
46068.10000002384,437,59,female,English,AmE,graduated college,""":""""}",bike,nai,q-know,know,higher,SECOND,0.71,CC,question
42027.5,173,27,female,English,AmE,graduated college,""":""""}",subway,nai,neg-know,know,higher,FIRST,0.66,BEL,negation
42027.5,173,27,female,English,AmE,graduated college,""":""""}",subway,nai,neg-know,know,higher,SECOND,1,CC,negation
31942.799999952316,413,22,male,English,AmE,some college,""":""""}",petshelter,ai,neg-know,know,lower,FIRST,0.07,CC,negation
31942.799999952316,413,22,male,English,AmE,some college,""":""""}",petshelter,ai,neg-know,know,lower,SECOND,0.16,BEL,negation
270663,100,56,female,English,AmE,graduated college,""":""""}",subway,ai,q-know,know,lower,FIRST,0.69,CC,question
270663,100,56,female,English,AmE,graduated college,""":""""}",subway,ai,q-know,know,lower,SECOND,0.66,BEL,question
77140.20000000298,228,45,male,English,AmE,graduated college,""":""thanks!""}",petshelter,ai,neg-stop,stop,higher,FIRST,1,PRE,negation
77140.20000000298,228,45,male,English,AmE,graduated college,""":""thanks!""}",petshelter,ai,neg-stop,stop,higher,SECOND,1,notPOST,negation
34060.200000000186,202,35,male,English,AmE,graduated college,""":""""}",bike,nai,q-know,know,lower,FIRST,0.94,BEL,question
34060.200000000186,202,35,male,English,AmE,graduated college,""":""""}",bike,nai,q-know,know,lower,SECOND,0.92,CC,question
44044.69999998808,373,50,male,English,AmE,graduated college,""":""""}",petshelter,nai,neg-know,know,higher,FIRST,0.26,BEL,negation
44044.69999998808,373,50,male,English,AmE,graduated college,""":""""}",petshelter,nai,neg-know,know,higher,SECOND,0.71,CC,negation
44878.19999998808,259,47,female,English,AmE,graduated college,""":""""}",petshelter,ai,q-know,know,lower,FIRST,0,CC,question
44878.19999998808,259,47,female,English,AmE,graduated college,""":""""}",petshelter,ai,q-know,know,lower,SECOND,0,BEL,question
41372.69999998808,426,29,female,English,AmE,graduated high school,""":""awesome job!""}",bike,ai,q-stop,stop,higher,FIRST,0,PRE,question
41372.69999998808,426,29,female,English,AmE,graduated high school,""":""awesome job!""}",bike,ai,q-stop,stop,higher,SECOND,0.95,notPOST,question
45729.10000002384,573,60,female,English,AmE,some college,""":""""}",subway,nai,neg-stop,stop,lower,FIRST,0.8,notPOST,negation
45729.10000002384,573,60,female,English,AmE,some college,""":""""}",subway,nai,neg-stop,stop,lower,SECOND,0.89,PRE,negation
43220.199999809265,17,35,male,English,AmE,graduated high school,""":""This was an interesting study.""}",bike,ai,neg-know,know,lower,FIRST,1,CC,negation
43220.199999809265,17,35,male,English,AmE,graduated high school,""":""This was an interesting study.""}",bike,ai,neg-know,know,lower,SECOND,0,BEL,negation
62174.20000000298,527,62,female,English,AmE,graduated college,""":""""}",subway,nai,neg-stop,stop,lower,FIRST,0,notPOST,negation
62174.20000000298,527,62,female,English,AmE,graduated college,""":""""}",subway,nai,neg-stop,stop,lower,SECOND,1,PRE,negation
47096.10000002384,395,32,female,English,AmE,graduated college,""":""None""}",petshelter,nai,q-stop,stop,lower,FIRST,0.18999999999999995,notPOST,question
47096.10000002384,395,32,female,English,AmE,graduated college,""":""None""}",petshelter,nai,q-stop,stop,lower,SECOND,0.6,PRE,question
37775.40000000037,36,35,male,English,AmE,some college,""":""No further comment.""}",subway,ai,q-know,know,lower,FIRST,0.13,CC,question
37775.40000000037,36,35,male,English,AmE,some college,""":""No further comment.""}",subway,ai,q-know,know,lower,SECOND,0.12,BEL,question
57490.5,454,58,male,English,AmE,graduated college,""":""""}",petshelter,nai,q-know,know,lower,FIRST,0.2,BEL,question
57490.5,454,58,male,English,AmE,graduated college,""":""""}",petshelter,nai,q-know,know,lower,SECOND,0,CC,question
33890.799999999814,182,35,female,English,AmE,graduated high school,""":""""}",bike,nai,q-stop,stop,higher,FIRST,0.35,notPOST,question
33890.799999999814,182,35,female,English,AmE,graduated high school,""":""""}",bike,nai,q-stop,stop,higher,SECOND,1,PRE,question
47741,441,72,male,English,AmE,graduated college,""":""well written""}",subway,ai,q-know,know,higher,FIRST,1,CC,question
47741,441,72,male,English,AmE,graduated college,""":""well written""}",subway,ai,q-know,know,higher,SECOND,1,BEL,question
39126.59999996424,185,27,female,English,AmE,some college,""":""""}",subway,ai,neg-know,know,higher,FIRST,0.65,CC,negation
39126.59999996424,185,27,female,English,AmE,some college,""":""""}",subway,ai,neg-know,know,higher,SECOND,0.75,BEL,negation
75711.69999980927,278,68,female,English,AmE,some college,""":""It would be hard to know when if the individual volunteered and/or how long they have had the allergies to animals. Were they volunteering at the pet shelter when it was discovered they had the allergies? Based on the information provided, it would be anyone's guess as to if they volunteered. Why nit just ask the individual rather than talking/asking others about it? Total transparency is what so many companies lack.""}",petshelter,ai,q-know,know,lower,FIRST,0.5,CC,question
75711.69999980927,278,68,female,English,AmE,some college,""":""It would be hard to know when if the individual volunteered and/or how long they have had the allergies to animals. Were they volunteering at the pet shelter when it was discovered they had the allergies? Based on the information provided, it would be anyone's guess as to if they volunteered. Why nit just ask the individual rather than talking/asking others about it? Total transparency is what so many companies lack.""}",petshelter,ai,q-know,know,lower,SECOND,0.5,BEL,question
64410,310,46,male,English,AmE,graduated college,""":""""}",subway,ai,q-know,know,higher,FIRST,0.49,CC,question
64410,310,46,male,English,AmE,graduated college,""":""""}",subway,ai,q-know,know,higher,SECOND,0.53,BEL,question
47292.50000000003,180,44,female,English,AmE,graduated college,""":""""}",bike,ai,q-stop,stop,lower,FIRST,0.14,PRE,question
47292.50000000003,180,44,female,English,AmE,graduated college,""":""""}",bike,ai,q-stop,stop,lower,SECOND,0.03,notPOST,question
101554.10000000148,27,36,male,English,AmE,some college,""":""Thank you for the opportunity.""}",petshelter,nai,neg-know,know,higher,FIRST,0.67,BEL,negation
101554.10000000148,27,36,male,English,AmE,some college,""":""Thank you for the opportunity.""}",petshelter,nai,neg-know,know,higher,SECOND,0.73,CC,negation
42099.09999996424,207,39,female,English,AmE,some college,""":""""}",subway,ai,neg-stop,stop,lower,FIRST,0.99,PRE,negation
42099.09999996424,207,39,female,English,AmE,some college,""":""""}",subway,ai,neg-stop,stop,lower,SECOND,0.98,notPOST,negation
77200,538,43,female,English,AmE,graduated college,""":""""}",subway,nai,neg-stop,stop,lower,FIRST,0,notPOST,negation
77200,538,43,female,English,AmE,graduated college,""":""""}",subway,nai,neg-stop,stop,lower,SECOND,1,PRE,negation
76781.5,445,51,male,English,AmE,graduated college,""":""""}",subway,nai,neg-stop,stop,higher,FIRST,0.09999999999999998,notPOST,negation
76781.5,445,51,male,English,AmE,graduated college,""":""""}",subway,nai,neg-stop,stop,higher,SECOND,0.97,PRE,negation
350153.1999999881,16,63,female,English,AmE,hold a higher degree,""":""This was an insightful study.""}",subway,ai,neg-know,know,lower,FIRST,0,CC,negation
350153.1999999881,16,63,female,English,AmE,hold a higher degree,""":""This was an insightful study.""}",subway,ai,neg-know,know,lower,SECOND,0,BEL,negation
35887,106,43,male,English,AmE,graduated college,""":""none at this time""}",bike,ai,neg-stop,stop,higher,FIRST,1,PRE,negation
35887,106,43,male,English,AmE,graduated college,""":""none at this time""}",bike,ai,neg-stop,stop,higher,SECOND,1,notPOST,negation
45078.19999998808,424,42,male,English,AmE,hold a higher degree,""":""""}",bike,ai,neg-stop,stop,lower,FIRST,0.93,PRE,negation
45078.19999998808,424,42,male,English,AmE,hold a higher degree,""":""""}",bike,ai,neg-stop,stop,lower,SECOND,0.95,notPOST,negation
42018.70000004768,403,42,female,English,AmE,graduated college,""":""none""}",petshelter,ai,q-stop,stop,higher,FIRST,0.86,PRE,question
42018.70000004768,403,42,female,English,AmE,graduated college,""":""none""}",petshelter,ai,q-stop,stop,higher,SECOND,0.69,notPOST,question
48059.199999999255,575,61,female,English,AmE,hold a higher degree,"""}",subway,ai,q-stop,stop,lower,FIRST,0.66,PRE,question
48059.199999999255,575,61,female,English,AmE,hold a higher degree,"""}",subway,ai,q-stop,stop,lower,SECOND,0.11,notPOST,question
30764,142,31,male,English,AmE,graduated college,""":""na""}",subway,nai,q-know,know,higher,FIRST,0.67,BEL,question
30764,142,31,male,English,AmE,graduated college,""":""na""}",subway,nai,q-know,know,higher,SECOND,0.82,CC,question
42504,371,56,female,English,AmE,some college,""":""""}",petshelter,ai,neg-stop,stop,lower,FIRST,1,PRE,negation
42504,371,56,female,English,AmE,some college,""":""""}",petshelter,ai,neg-stop,stop,lower,SECOND,1,notPOST,negation
47543.39999985695,26,32,female,English,AmE,graduated high school,""":""""}",petshelter,nai,q-know,know,lower,FIRST,0.04,BEL,question
47543.39999985695,26,32,female,English,AmE,graduated high school,""":""""}",petshelter,nai,q-know,know,lower,SECOND,0,CC,question
42005.60000002384,270,21,female,English,AmE,graduated high school,""":""""}",petshelter,nai,neg-stop,stop,higher,FIRST,0,notPOST,negation
42005.60000002384,270,21,female,English,AmE,graduated high school,""":""""}",petshelter,nai,neg-stop,stop,higher,SECOND,1,PRE,negation
42182,101,36,female,English,AmE,graduated high school,""":""""}",petshelter,ai,q-stop,stop,higher,FIRST,0.63,PRE,question
42182,101,36,female,English,AmE,graduated high school,""":""""}",petshelter,ai,q-stop,stop,higher,SECOND,0.5,notPOST,question
63463.70000001788,169,53,female,English,AmE,graduated college,""":""""}",subway,ai,q-know,know,higher,FIRST,0.98,CC,question
63463.70000001788,169,53,female,English,AmE,graduated college,""":""""}",subway,ai,q-know,know,higher,SECOND,1,BEL,question
52303.5,24,25,male,English,AmE,some college,""":""""}",subway,nai,neg-know,know,lower,FIRST,0.01,BEL,negation
52303.5,24,25,male,English,AmE,some college,""":""""}",subway,nai,neg-know,know,lower,SECOND,0.94,CC,negation
42160.39999997616,383,37,female,English,AmE,graduated college,""":""""}",bike,nai,neg-stop,stop,higher,FIRST,0.08999999999999997,notPOST,negation
42160.39999997616,383,37,female,English,AmE,graduated college,""":""""}",bike,nai,neg-stop,stop,higher,SECOND,0.97,PRE,negation
74947,174,26,female,English,AmE,graduated college,""":""""}",petshelter,ai,neg-stop,stop,higher,FIRST,0.95,PRE,negation
74947,174,26,female,English,AmE,graduated college,""":""""}",petshelter,ai,neg-stop,stop,higher,SECOND,0.99,notPOST,negation
42237.90000009537,530,27,male,English,AmE,some college,""":""""}",bike,nai,q-know,know,higher,FIRST,0.72,BEL,question
42237.90000009537,530,27,male,English,AmE,some college,""":""""}",bike,nai,q-know,know,higher,SECOND,0.65,CC,question
53280.39999999991,186,48,female,English,AmE,graduated college,""":""""}",bike,nai,neg-know,know,higher,FIRST,0,BEL,negation
53280.39999999991,186,48,female,English,AmE,graduated college,""":""""}",bike,nai,neg-know,know,higher,SECOND,0.56,CC,negation
56779.5,317,52,female,English,AmE,graduated college,""":""""}",petshelter,nai,q-stop,stop,lower,FIRST,0.99,notPOST,question
56779.5,317,52,female,English,AmE,graduated college,""":""""}",petshelter,nai,q-stop,stop,lower,SECOND,0,PRE,question
127209.79999995232,318,59,female,English,AmE,some college,""":""""}",subway,nai,neg-know,know,lower,FIRST,0.5,BEL,negation
